Ward Code,nimdm_ward_lgd,official_ward_lgd,SOA Code,SOA Name
95WW07,Ballyrobert Newtownabbey,BALLYROBERT NEWTOWNABBEY,95WW07S2,Ballyrobert 2
95WW08,Burnthill Newtownabbey,BURNTHILL NEWTOWNABBEY,95WW08S1,Burnthill 1
95WW08,Burnthill Newtownabbey,BURNTHILL NEWTOWNABBEY,95WW08S2,Burnthill 2
95WW09,Carnmoney Newtownabbey,CARNMONEY NEWTOWNABBEY,95WW09S1,Carnmoney 1
95WW09,Carnmoney Newtownabbey,CARNMONEY NEWTOWNABBEY,95WW09S2,Carnmoney 2
95WW10,Cloughfern Newtownabbey,CLOUGHFERN NEWTOWNABBEY,95WW10S1,Cloughfern 1
95WW10,Cloughfern Newtownabbey,CLOUGHFERN NEWTOWNABBEY,95WW10S2,Cloughfern 2
95WW11,Collinbridge Newtownabbey,COLLINBRIDGE NEWTOWNABBEY,95WW11S1,Collinbridge 1
95WW11,Collinbridge Newtownabbey,COLLINBRIDGE NEWTOWNABBEY,95WW11S2,Collinbridge 2
95WW12,Coole Newtownabbey,COOLE NEWTOWNABBEY,95WW12W1,Coole
95WW13,Doagh Newtownabbey,DOAGH NEWTOWNABBEY,95WW13S1,Doagh 1
95WW13,Doagh Newtownabbey,DOAGH NEWTOWNABBEY,95WW13S2,Doagh 2
95WW14,Dunanney Newtownabbey,DUNANNEY NEWTOWNABBEY,95WW14W1,Dunanney
95WW15,Glebe Newtownabbey,GLEBE (NEWTOWNABBEY) NEWTOWNABBEY,95WW15S1,Glebe 1 (Newtownabbey LGD)
95WW15,Glebe Newtownabbey,GLEBE (NEWTOWNABBEY) NEWTOWNABBEY,95WW15S2,Glebe 2 (Newtownabbey LGD)
95WW16,Glengormley Newtownabbey,GLENGORMLEY NEWTOWNABBEY,95WW16S1,Glengormley 1
95WW16,Glengormley Newtownabbey,GLENGORMLEY NEWTOWNABBEY,95WW16S2,Glengormley 2
95WW17,Hawthorne Newtownabbey,HAWTHORNE NEWTOWNABBEY,95WW17W1,Hawthorne
95WW18,Hightown Newtownabbey,HIGHTOWN NEWTOWNABBEY,95WW18W1,Hightown
95WW19,Jordanstown Newtownabbey,JORDANSTOWN NEWTOWNABBEY,95WW19S1,Jordanstown 1
95WW19,Jordanstown Newtownabbey,JORDANSTOWN NEWTOWNABBEY,95WW19S2,Jordanstown 2
95WW19,Jordanstown Newtownabbey,JORDANSTOWN NEWTOWNABBEY,95WW19S3,Jordanstown 3
95WW20,Mallusk Newtownabbey,MALLUSK NEWTOWNABBEY,95WW20S1,Mallusk 1
95WW20,Mallusk Newtownabbey,MALLUSK NEWTOWNABBEY,95WW20S2,Mallusk 2
95WW20,Mallusk Newtownabbey,MALLUSK NEWTOWNABBEY,95WW20S3,Mallusk 3
95WW21,Monkstown Newtownabbey,MONKSTOWN NEWTOWNABBEY,95WW21S1,Monkstown 1
95WW21,Monkstown Newtownabbey,MONKSTOWN NEWTOWNABBEY,95WW21S2,Monkstown 2
95WW22,Mossley Newtownabbey,MOSSLEY NEWTOWNABBEY,95WW22S1,Mossley 1
95WW22,Mossley Newtownabbey,MOSSLEY NEWTOWNABBEY,95WW22S2,Mossley 2
95WW23,Rostulla Newtownabbey,ROSTULLA NEWTOWNABBEY,95WW23S1,Rostulla 1
95WW23,Rostulla Newtownabbey,ROSTULLA NEWTOWNABBEY,95WW23S2,Rostulla 2
95WW24,Valley Newtownabbey,VALLEY (NEWTOWNABBEY) NEWTOWNABBEY,95WW24S1,Valley 1
95WW24,Valley Newtownabbey,VALLEY (NEWTOWNABBEY) NEWTOWNABBEY,95WW24S2,Valley 2
95WW25,Whitehouse Newtownabbey,WHITEHOUSE NEWTOWNABBEY,95WW25W1,Whitehouse
95XX01,Ballycrochan North Down,BALLYCROCHAN NORTH DOWN,95XX01S1,Ballycrochan 1
95XX01,Ballycrochan North Down,BALLYCROCHAN NORTH DOWN,95XX01S2,Ballycrochan 2
95XX01,Ballycrochan North Down,BALLYCROCHAN NORTH DOWN,95XX01S3,Ballycrochan 3
95XX02,Ballyholme North Down,BALLYHOLME NORTH DOWN,95XX02W1,Ballyholme
95XX03,Ballymaconnell North Down,BALLYMACONNELL NORTH DOWN,95XX03S1,Ballymaconnell 1
95XX03,Ballymaconnell North Down,BALLYMACONNELL NORTH DOWN,95XX03S2,Ballymaconnell 2
95XX04,Ballymagee North Down,BALLYMAGEE NORTH DOWN,95XX04S1,Ballymagee 1
95XX04,Ballymagee North Down,BALLYMAGEE NORTH DOWN,95XX04S2,Ballymagee 2
95XX05,Bangor Castle North Down,BANGOR CASTLE NORTH DOWN,95XX05W1,Bangor Castle
95XX06,Bloomfield North Down,BLOOMFIELD (NORTH DOWN) NORTH DOWN,95XX06S1,Bloomfield 1 (North Down LGD)
95XX06,Bloomfield North Down,BLOOMFIELD (NORTH DOWN) NORTH DOWN,95XX06S2,Bloomfield 2 (North Down LGD)
95XX07,Broadway North Down,BROADWAY NORTH DOWN,95XX07S1,Broadway 1
95XX07,Broadway North Down,BROADWAY NORTH DOWN,95XX07S2,Broadway 2
95XX08,Bryansburn North Down,BRYANSBURN NORTH DOWN,95XX08S1,Bryansburn 1
95XX08,Bryansburn North Down,BRYANSBURN NORTH DOWN,95XX08S2,Bryansburn 2
95XX09,Churchill North Down,CHURCHILL NORTH DOWN,95XX09S1,Churchill 1
95XX09,Churchill North Down,CHURCHILL NORTH DOWN,95XX09S2,Churchill 2
95XX10,Clandeboye North Down,CLANDEBOYE NORTH DOWN,95XX10S1,Clandeboye 1
95XX10,Clandeboye North Down,CLANDEBOYE NORTH DOWN,95XX10S2,Clandeboye 2
95XX10,Clandeboye North Down,CLANDEBOYE NORTH DOWN,95XX10S3,Clandeboye 3
95XX11,Conlig North Down,CONLIG NORTH DOWN,95XX11S1,Conlig 1
95XX11,Conlig North Down,CONLIG NORTH DOWN,95XX11S2,Conlig 2
95XX11,Conlig North Down,CONLIG NORTH DOWN,95XX11S3,Conlig 3
95XX12,Craigavad North Down,CRAIGAVAD NORTH DOWN,95XX12W1,Craigavad
95XX13,Crawfordsburn North Down,CRAWFORDSBURN NORTH DOWN,95XX13W1,Crawfordsburn
95XX14,Cultra North Down,CULTRA NORTH DOWN,95XX14W1,Cultra
95XX15,Dufferin North Down,DUFFERIN NORTH DOWN,95XX15W1,Dufferin
95XX16,Groomsport North Down,GROOMSPORT NORTH DOWN,95XX16W1,Groomsport
95XX17,Harbour North Down,HARBOUR (NORTH DOWN) NORTH DOWN,95XX17S1,Harbour 1
95XX17,Harbour North Down,HARBOUR (NORTH DOWN) NORTH DOWN,95XX17S2,Harbour 2
95XX18,Holywood Demesne North Down,HOLYWOOD DEMESNE NORTH DOWN,95XX18W1,Holywood Demesne
95XX19,Holywood Priory North Down,HOLYWOOD PRIORY NORTH DOWN,95XX19W1,Holywood Priory
95XX20,Loughview North Down,LOUGHVIEW NORTH DOWN,95XX20S1,Loughview 1
95XX20,Loughview North Down,LOUGHVIEW NORTH DOWN,95XX20S2,Loughview 2
95XX21,Princetown North Down,PRINCETOWN NORTH DOWN,95XX21W1,Princetown
95XX22,Rathgael North Down,RATHGAEL NORTH DOWN,95XX22W1,Rathgael
95XX23,Silverstream North Down,SILVERSTREAM NORTH DOWN,95XX23W1,Silverstream
95XX24,Springhill North Down,SPRING HILL NORTH DOWN,95XX24S1,Springhill 1
95XX24,Springhill North Down,SPRING HILL NORTH DOWN,95XX24S2,Springhill 2
95XX25,Whitehill North Down,WHITEHILL NORTH DOWN,95XX25W1,Whitehill
95YY01,Beragh Omagh,BERAGH OMAGH,95YY01W1,Beragh
95YY02,Camowen Omagh,CAMOWEN OMAGH,95YY02W1,Camowen
95YY03,Clanabogan Omagh,CLANABOGAN OMAGH,95YY03W1,Clanabogan
95YY04,Coolnagard Omagh,COOLNAGARD OMAGH,95YY04W1,Coolnagard
95YY05,Dergmoney Omagh,DERGMONEY OMAGH,95YY05W1,Dergmoney
95YY06,Dromore Omagh,DROMORE OMAGH,95YY06W1,Dromore
95YY07,Drumnakilly Omagh,DRUMNAKILLY OMAGH,95YY07W1,Drumnakilly
95YY08,Drumquin Omagh,DRUMQUIN OMAGH,95YY08W1,Drumquin
95YY09,Drumragh Omagh,DRUMRAGH OMAGH,95YY09W1,Drumragh
95YY10,Fairy Water Omagh,FAIRY WATER OMAGH,95YY10W1,Fairy Water
95YY11,Fintona Omagh,FINTONA OMAGH,95YY11W1,Fintona
95YY12,Gortin Omagh,GORTIN OMAGH,95YY12W1,Gortin
95YY13,Gortrush Omagh,GORTRUSH OMAGH,95YY13S1,Gortrush 1
95YY13,Gortrush Omagh,GORTRUSH OMAGH,95YY13S2,Gortrush 2
95YY14,Killyclogher Omagh,KILLYCLOGHER OMAGH,95YY14S1,Killyclogher 1
95YY14,Killyclogher Omagh,KILLYCLOGHER OMAGH,95YY14S2,Killyclogher 2
95YY15,Lisanelly Omagh,LISANELLY OMAGH,95YY15S1,Lisanelly 1
95YY15,Lisanelly Omagh,LISANELLY OMAGH,95YY15S2,Lisanelly 2
95YY16,Newtownsaville Omagh,NEWTOWNSAVILLE OMAGH,95YY16W1,Newtownsaville
95YY17,Owenkillew Omagh,OWENKILLEW OMAGH,95YY17W1,Owenkillew
95YY18,Sixmilecross Omagh,SIXMILECROSS OMAGH,95YY18W1,Sixmilecross
95YY19,Strule Omagh,STRULE OMAGH,95YY19W1,Strule
95YY20,Termon Omagh,TERMON OMAGH,95YY20W1,Termon
95YY21,Trillick Omagh,TRILLICK OMAGH,95YY21W1,Trillick
95ZZ01,Artigarvan Strabane,ARTIGARVAN STRABANE,95ZZ01W1,Artigarvan
95ZZ02,Ballycolman Strabane,BALLYCOLMAN STRABANE,95ZZ02W1,Ballycolman
95ZZ03,Castlederg Strabane,CASTLEDERG STRABANE,95ZZ03W1,Castlederg
95ZZ04,Clare Strabane,CLARE STRABANE,95ZZ04W1,Clare
95ZZ05,Dunnamanagh Strabane,DUNNAMANAGH STRABANE,95ZZ05W1,Dunnamanagh
95ZZ06,East Strabane,EAST STRABANE,95ZZ06W1,East
95ZZ07,Finn Strabane,FINN STRABANE,95ZZ07W1,Finn
95ZZ08,Glenderg Strabane,GLENDERG STRABANE,95ZZ08W1,Glenderg
95ZZ09,Newtownstewart Strabane,NEWTOWNSTEWART STRABANE,95ZZ09W1,Newtownstewart
95ZZ10,North Strabane,NORTH STRABANE,95ZZ10W1,North
95ZZ11,Plumbridge Strabane,PLUMBRIDGE STRABANE,95ZZ11W1,Plumbridge
95ZZ12,Sion Mills Strabane,SION MILLS STRABANE,95ZZ12W1,Sion Mills
95ZZ13,Slievekirk Strabane,SLIEVEKIRK STRABANE,95ZZ13W1,Slievekirk
95ZZ14,South Strabane,SOUTH STRABANE,95ZZ14S1,South 1
95ZZ14,South Strabane,SOUTH STRABANE,95ZZ14S2,South 2
95ZZ15,Victoria Bridge Strabane,VICTORIA BRIDGE STRABANE,95ZZ15W1,Victoria Bridge
95ZZ16,West Strabane,WEST STRABANE,95ZZ16S1,West 1
95ZZ16,West Strabane,WEST STRABANE,95ZZ16S2,West 2
